author_id,created_at,text,tokens,filtered_tokens,stemmed_text,term,cluster
Reffi_angel,2025-04-04T01:11:42.000Z,"Pakde: Kuliah jurusan apa? Me: Sastra Jepang Pakde: Mau jadi TKW ke Jepang?   Satu dekade kemudian, tren KaburAjaDulu ke Jepang naek, mendadak LPK menjamur Pakdeku cocok jadi cenayang. Aku? Ga jadi TKW ke Jepang sih, dari lulus bosku orang Jepang lol","Pakde, :, Kuliah, jurusan, apa, ?, Me, :, Sastra, Jepang, Pakde, :, Mau, jadi, TKW, ke, Jepang, ?, Satu, dekade, kemudian, ,, tren, KaburAjaDulu, ke, Jepang, naek, ,, mendadak, LPK, menjamur, Pakdeku, cocok, jadi, cenayang, ., Aku, ?, Ga, jadi, TKW, ke, Jepang, sih, ,, dari, lulus, bosku, orang, Jepang, lol","Pakde, :, Kuliah, jurusan, ?, Me, :, Sastra, Jepang, Pakde, :, TKW, Jepang, ?, dekade, ,, tren, KaburAjaDulu, Jepang, naek, ,, mendadak, LPK, menjamur, Pakdeku, cocok, cenayang, ., ?, Ga, TKW, Jepang, sih, ,, lulus, bosku, orang, Jepang, lol",pakde kuliah jurus apa me sastra jepang pakde mau jadi tkw ke jepang satu dekade kemudian tren kaburajadulu ke jepang naek dadak lpk jamur pakde cocok jadi cenayang aku ga jadi tkw ke jepang sih dari lulus bos orang jepang lol,"pakde,kuliah,jurus,apa,me,sastra,jepang,pakde,mau,jadi,tkw,ke,jepang,satu,dekade,kemudian,tren,kaburajadulu,ke,jepang,naek,dadak,lpk,jamur,pakde,cocok,jadi,cenayang,aku,ga,jadi,tkw,ke,jepang,sih,dari,lulus,bos,orang,jepang,lol",0
fallenforwishes,2025-04-05T10:05:51.000Z,ges yang mau tanya2 tapi malu ngereply atau ngetuk dm tanya sini aja: https://secreto.site/a8ak55  aku mendukung kelen yg mau #kaburajadulu ,"ges, yang, mau, tanya2, tapi, malu, ngereply, atau, ngetuk, dm, tanya, sini, aja, :, https, :, //secreto.site/a8ak55, aku, mendukung, kelen, yg, mau, #, kaburajadulu","ges, tanya2, malu, ngereply, ngetuk, dm, aja, :, https, :, //secreto.site/a8ak55, mendukung, kelen, yg, #, kaburajadulu",ges yang mau tanya2 tapi malu ngereply atau ngetuk dm tanya sini aja https secreto site a8ak55 aku dukung kelen yg mau kaburajadulu,"ges,yang,mau,tanya2,tapi,malu,ngereply,atau,ngetuk,dm,tanya,sini,aja,https,secreto,site,a8ak55,aku,dukung,kelen,yg,mau,kaburajadulu",0
Jeng_Lastri,2025-04-04T09:39:27.000Z,Ikutan trend #kaburajadulu selama si mbak belum balik kerja lagi….waktunya jalan jajan2,"Ikutan, trend, #, kaburajadulu, selama, si, mbak, belum, balik, kerja, lagi….waktunya, jalan, jajan2","Ikutan, trend, #, kaburajadulu, si, mbak, kerja, lagi….waktunya, jalan, jajan2",ikut trend kaburajadulu lama si mbak belum balik kerja lagi waktu jalan jajan2,"ikut,trend,kaburajadulu,lama,si,mbak,belum,balik,kerja,lagi,waktu,jalan,jajan2",0
Polusi_udara78,2025-04-09T22:12:46.000Z,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap #AirPollution  @infoBMKG  @dinaslhdki  @DKIJakarta  @LBH_Jakarta  @pramonoanung   6:11 am bau asap bakaran sampah ini di jis tdk tercium. Di sunter agung temgah dan danau sunter selatan terasa  kacau,"#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, 6:11, am, bau, asap, bakaran, sampah, ini, di, jis, tdk, tercium, ., Di, sunter, agung, temgah, dan, danau, sunter, selatan, terasa, kacau","#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, 6:11, am, bau, asap, bakaran, sampah, jis, tdk, tercium, ., sunter, agung, temgah, danau, sunter, selatan, kacau",asean smog trending southeastasia bakarsampah kaburajadulu indonesiagelap airpollution infobmkg dinaslhdki dkijakarta lbh jakarta pramonoanung 6 11 am bau asap bakar sampah ini di jis tdk cium di sunter agung temgah dan danau sunter selatan asa kacau,"asean,smog,trending,southeastasia,bakarsampah,kaburajadulu,indonesiagelap,airpollution,infobmkg,dinaslhdki,dkijakarta,lbh,jakarta,pramonoanung,6,11,am,bau,asap,bakar,sampah,ini,di,jis,tdk,cium,di,sunter,agung,temgah,dan,danau,sunter,selatan,asa,kacau",1
nctzenhumanity,2025-03-31T00:32:21.000Z,Pagi-pagi makan ketupat Lagi jalan sama ten ketemu dispatch Warga semua selamat hari raya Semoga kita semua semakin kaya  biar bisa #kaburajadulu,"Pagi-pagi, makan, ketupat, Lagi, jalan, sama, ten, ketemu, dispatch, Warga, semua, selamat, hari, raya, Semoga, kita, semua, semakin, kaya, biar, bisa, #, kaburajadulu","Pagi-pagi, makan, ketupat, jalan, ten, ketemu, dispatch, Warga, selamat, raya, Semoga, kaya, biar, #, kaburajadulu",pagi makan ketupat lagi jalan sama ten ketemu dispatch warga semua selamat hari raya moga kita semua makin kaya biar bisa kaburajadulu,"pagi,makan,ketupat,lagi,jalan,sama,ten,ketemu,dispatch,warga,semua,selamat,hari,raya,moga,kita,semua,makin,kaya,biar,bisa,kaburajadulu",0
dhimxs,2025-04-09T08:18:10.000Z,"#adatuh yang di sosmed vokal banget sama pemerintah dan aparat, ""woke"" juga. tapi manner e neng rl uwelek, can't treat & communicate with people well, main #kaburajadulu alias kabur seko urusane wkwokwo","#, adatuh, yang, di, sosmed, vokal, banget, sama, pemerintah, dan, aparat, ,, ``, woke, '', juga, ., tapi, manner, e, neng, rl, uwelek, ,, ca, n't, treat, &, communicate, with, people, well, ,, main, #, kaburajadulu, alias, kabur, seko, urusane, wkwokwo","#, adatuh, sosmed, vokal, banget, pemerintah, aparat, ,, ``, woke, '', ., manner, e, neng, rl, uwelek, ,, ca, n't, treat, &, communicate, with, people, well, ,, main, #, kaburajadulu, alias, kabur, seko, urusane, wkwokwo",adatuh yang di sosmed vokal banget sama perintah dan aparat woke juga tapi manner e neng rl uwelek can t treat communicate with people well main kaburajadulu alias kabur seko urusane wkwokwo,"adatuh,yang,di,sosmed,vokal,banget,sama,perintah,dan,aparat,woke,juga,tapi,manner,e,neng,rl,uwelek,can,t,treat,communicate,with,people,well,main,kaburajadulu,alias,kabur,seko,urusane,wkwokwo",0
jeJAKAki,2025-04-01T08:54:03.000Z,"Lagi enak2 makan rujak tahu, babe gue nyeletuk, “ngikutin berita #kaburajadulu gak? Kalian mah udah duluan yaa hahaha”  Dilanjut nyokap yg lg makan mie celor “Indonesia tambah gak beres. Kalian di sana aja terus.”  #okesip","Lagi, enak2, makan, rujak, tahu, ,, babe, gue, nyeletuk, ,, “, ngikutin, berita, #, kaburajadulu, gak, ?, Kalian, mah, udah, duluan, yaa, hahaha, ”, Dilanjut, nyokap, yg, lg, makan, mie, celor, “, Indonesia, tambah, gak, beres, ., Kalian, di, sana, aja, terus., ”, #, okesip","enak2, makan, rujak, ,, babe, gue, nyeletuk, ,, “, ngikutin, berita, #, kaburajadulu, gak, ?, mah, udah, duluan, yaa, hahaha, ”, Dilanjut, nyokap, yg, lg, makan, mie, celor, “, Indonesia, gak, beres, ., aja, terus., ”, #, okesip",lagi enak2 makan rujak tahu babe gue nyeletuk ngikutin berita kaburajadulu gak kalian mah udah duluan yaa hahaha lanjut nyokap yg lg makan mie cor indonesia tambah gak beres kalian di sana aja terus okesip,"lagi,enak2,makan,rujak,tahu,babe,gue,nyeletuk,ngikutin,berita,kaburajadulu,gak,kalian,mah,udah,duluan,yaa,hahaha,lanjut,nyokap,yg,lg,makan,mie,cor,indonesia,tambah,gak,beres,kalian,di,sana,aja,terus,okesip",0
zarryhendrik,2025-04-02T01:56:28.000Z,"Di X lagi banyak cerpen drama-politik. Lebaran ketemu saudara, dan saudara cerita mau kaburajadulu. Mantap ceritanya.","Di, X, lagi, banyak, cerpen, drama-politik, ., Lebaran, ketemu, saudara, ,, dan, saudara, cerita, mau, kaburajadulu, ., Mantap, ceritanya, .","X, cerpen, drama-politik, ., Lebaran, ketemu, saudara, ,, saudara, cerita, kaburajadulu, ., Mantap, ceritanya, .",di x lagi banyak cerpen drama-politik lebaran ketemu saudara dan saudara cerita mau kaburajadulu mantap cerita,"di,x,lagi,banyak,cerpen,drama-politik,lebaran,ketemu,saudara,dan,saudara,cerita,mau,kaburajadulu,mantap,cerita",0
aleaIELTS,2025-04-05T11:34:04.000Z,Yuk yang mau #KaburAjaDulu  Sekarang bisa ikut kelas Private IELTS di harga 40k aja  Bisa dicicil!  DM for more questions   #zonauang #IELTS #lesinggris #TOEFL #Exchange,"Yuk, yang, mau, #, KaburAjaDulu, Sekarang, bisa, ikut, kelas, Private, IELTS, di, harga, 40k, aja, Bisa, dicicil, !, DM, for, more, questions, #, zonauang, #, IELTS, #, lesinggris, #, TOEFL, #, Exchange","Yuk, #, KaburAjaDulu, kelas, Private, IELTS, harga, 40k, aja, dicicil, !, DM, for, more, questions, #, zonauang, #, IELTS, #, lesinggris, #, TOEFL, #, Exchange",yuk yang mau kaburajadulu sekarang bisa ikut kelas private ielts di harga 40k aja bisa cicil dm for more questions zonauang ielts lesinggris toefl exchange,"yuk,yang,mau,kaburajadulu,sekarang,bisa,ikut,kelas,private,ielts,di,harga,40k,aja,bisa,cicil,dm,for,more,questions,zonauang,ielts,lesinggris,toefl,exchange",0
Polusi_udara78,2025-04-09T22:12:46.000Z,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap #AirPollution  @infoBMKG  @dinaslhdki  @DKIJakarta  @LBH_Jakarta  @pramonoanung   6:11 am bau asap bakaran sampah ini di jis tdk tercium. Di sunter agung temgah dan danau sunter selatan terasa  kacau,"#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, 6:11, am, bau, asap, bakaran, sampah, ini, di, jis, tdk, tercium, ., Di, sunter, agung, temgah, dan, danau, sunter, selatan, terasa, kacau","#, Asean, #, Smog, #, trending, #, southeastAsia, #, BakarSampah, #, KaburAjaDulu, #, IndonesiaGelap, #, AirPollution, @, infoBMKG, @, dinaslhdki, @, DKIJakarta, @, LBH_Jakarta, @, pramonoanung, 6:11, am, bau, asap, bakaran, sampah, jis, tdk, tercium, ., sunter, agung, temgah, danau, sunter, selatan, kacau",asean smog trending southeastasia bakarsampah kaburajadulu indonesiagelap airpollution infobmkg dinaslhdki dkijakarta lbh jakarta pramonoanung 6 11 am bau asap bakar sampah ini di jis tdk cium di sunter agung temgah dan danau sunter selatan asa kacau,"asean,smog,trending,southeastasia,bakarsampah,kaburajadulu,indonesiagelap,airpollution,infobmkg,dinaslhdki,dkijakarta,lbh,jakarta,pramonoanung,6,11,am,bau,asap,bakar,sampah,ini,di,jis,tdk,cium,di,sunter,agung,temgah,dan,danau,sunter,selatan,asa,kacau",1
nctzenhumanity,2025-03-31T00:32:21.000Z,Pagi-pagi makan ketupat Lagi jalan sama ten ketemu dispatch Warga semua selamat hari raya Semoga kita semua semakin kaya  biar bisa #kaburajadulu,"Pagi-pagi, makan, ketupat, Lagi, jalan, sama, ten, ketemu, dispatch, Warga, semua, selamat, hari, raya, Semoga, kita, semua, semakin, kaya, biar, bisa, #, kaburajadulu","Pagi-pagi, makan, ketupat, jalan, ten, ketemu, dispatch, Warga, selamat, raya, Semoga, kaya, biar, #, kaburajadulu",pagi makan ketupat lagi jalan sama ten ketemu dispatch warga semua selamat hari raya moga kita semua makin kaya biar bisa kaburajadulu,"pagi,makan,ketupat,lagi,jalan,sama,ten,ketemu,dispatch,warga,semua,selamat,hari,raya,moga,kita,semua,makin,kaya,biar,bisa,kaburajadulu",0
dhimxs,2025-04-09T08:18:10.000Z,"#adatuh yang di sosmed vokal banget sama pemerintah dan aparat, ""woke"" juga. tapi manner e neng rl uwelek, can't treat & communicate with people well, main #kaburajadulu alias kabur seko urusane wkwokwo","#, adatuh, yang, di, sosmed, vokal, banget, sama, pemerintah, dan, aparat, ,, ``, woke, '', juga, ., tapi, manner, e, neng, rl, uwelek, ,, ca, n't, treat, &, communicate, with, people, well, ,, main, #, kaburajadulu, alias, kabur, seko, urusane, wkwokwo","#, adatuh, sosmed, vokal, banget, pemerintah, aparat, ,, ``, woke, '', ., manner, e, neng, rl, uwelek, ,, ca, n't, treat, &, communicate, with, people, well, ,, main, #, kaburajadulu, alias, kabur, seko, urusane, wkwokwo",adatuh yang di sosmed vokal banget sama perintah dan aparat woke juga tapi manner e neng rl uwelek can t treat communicate with people well main kaburajadulu alias kabur seko urusane wkwokwo,"adatuh,yang,di,sosmed,vokal,banget,sama,perintah,dan,aparat,woke,juga,tapi,manner,e,neng,rl,uwelek,can,t,treat,communicate,with,people,well,main,kaburajadulu,alias,kabur,seko,urusane,wkwokwo",0
jeJAKAki,2025-04-01T08:54:03.000Z,"Lagi enak2 makan rujak tahu, babe gue nyeletuk, “ngikutin berita #kaburajadulu gak? Kalian mah udah duluan yaa hahaha”  Dilanjut nyokap yg lg makan mie celor “Indonesia tambah gak beres. Kalian di sana aja terus.”  #okesip","Lagi, enak2, makan, rujak, tahu, ,, babe, gue, nyeletuk, ,, “, ngikutin, berita, #, kaburajadulu, gak, ?, Kalian, mah, udah, duluan, yaa, hahaha, ”, Dilanjut, nyokap, yg, lg, makan, mie, celor, “, Indonesia, tambah, gak, beres, ., Kalian, di, sana, aja, terus., ”, #, okesip","enak2, makan, rujak, ,, babe, gue, nyeletuk, ,, “, ngikutin, berita, #, kaburajadulu, gak, ?, mah, udah, duluan, yaa, hahaha, ”, Dilanjut, nyokap, yg, lg, makan, mie, celor, “, Indonesia, gak, beres, ., aja, terus., ”, #, okesip",lagi enak2 makan rujak tahu babe gue nyeletuk ngikutin berita kaburajadulu gak kalian mah udah duluan yaa hahaha lanjut nyokap yg lg makan mie cor indonesia tambah gak beres kalian di sana aja terus okesip,"lagi,enak2,makan,rujak,tahu,babe,gue,nyeletuk,ngikutin,berita,kaburajadulu,gak,kalian,mah,udah,duluan,yaa,hahaha,lanjut,nyokap,yg,lg,makan,mie,cor,indonesia,tambah,gak,beres,kalian,di,sana,aja,terus,okesip",0
zarryhendrik,2025-04-02T01:56:28.000Z,"Di X lagi banyak cerpen drama-politik. Lebaran ketemu saudara, dan saudara cerita mau kaburajadulu. Mantap ceritanya.","Di, X, lagi, banyak, cerpen, drama-politik, ., Lebaran, ketemu, saudara, ,, dan, saudara, cerita, mau, kaburajadulu, ., Mantap, ceritanya, .","X, cerpen, drama-politik, ., Lebaran, ketemu, saudara, ,, saudara, cerita, kaburajadulu, ., Mantap, ceritanya, .",di x lagi banyak cerpen drama-politik lebaran ketemu saudara dan saudara cerita mau kaburajadulu mantap cerita,"di,x,lagi,banyak,cerpen,drama-politik,lebaran,ketemu,saudara,dan,saudara,cerita,mau,kaburajadulu,mantap,cerita",0
aleaIELTS,2025-04-05T11:34:04.000Z,Yuk yang mau #KaburAjaDulu  Sekarang bisa ikut kelas Private IELTS di harga 40k aja  Bisa dicicil!  DM for more questions   #zonauang #IELTS #lesinggris #TOEFL #Exchange,"Yuk, yang, mau, #, KaburAjaDulu, Sekarang, bisa, ikut, kelas, Private, IELTS, di, harga, 40k, aja, Bisa, dicicil, !, DM, for, more, questions, #, zonauang, #, IELTS, #, lesinggris, #, TOEFL, #, Exchange","Yuk, #, KaburAjaDulu, kelas, Private, IELTS, harga, 40k, aja, dicicil, !, DM, for, more, questions, #, zonauang, #, IELTS, #, lesinggris, #, TOEFL, #, Exchange",yuk yang mau kaburajadulu sekarang bisa ikut kelas private ielts di harga 40k aja bisa cicil dm for more questions zonauang ielts lesinggris toefl exchange,"yuk,yang,mau,kaburajadulu,sekarang,bisa,ikut,kelas,private,ielts,di,harga,40k,aja,bisa,cicil,dm,for,more,questions,zonauang,ielts,lesinggris,toefl,exchange",0
rpopcornn,2025-04-03T10:58:41.000Z,"Ikutan ahh  - m27 - INFJ - hobi nonton film/series (western, kdrama, dorama, dracin, anime) - asal Pontianak, tapi skrg #KaburAjaDulu - bukan peminum dan perokok - suka travelling - suka masak - and obviously not a 02 voter - 1 lg.. Katolik hehehehee  Hmu guys if u interested ","Ikutan, ahh, -, m27, -, INFJ, -, hobi, nonton, film/series, (, western, ,, kdrama, ,, dorama, ,, dracin, ,, anime, ), -, asal, Pontianak, ,, tapi, skrg, #, KaburAjaDulu, -, bukan, peminum, dan, perokok, -, suka, travelling, -, suka, masak, -, and, obviously, not, a, 02, voter, -, 1, lg, .., Katolik, hehehehee, Hmu, guys, if, u, interested","Ikutan, ahh, -, m27, -, INFJ, -, hobi, nonton, film/series, (, western, ,, kdrama, ,, dorama, ,, dracin, ,, anime, ), -, Pontianak, ,, skrg, #, KaburAjaDulu, -, peminum, perokok, -, suka, travelling, -, suka, masak, -, and, obviously, not, a, 02, voter, -, 1, lg, .., Katolik, hehehehee, Hmu, guys, if, u, interested",ikut ahh - m27 - infj - hobi nonton film series western kdrama dorama dracin anime - asal pontianak tapi skrg kaburajadulu - bukan minum dan okok - suka travelling - suka masak - and obviously not a 02 voter - 1 lg katolik hehehehee hmu guys if u interested,"ikut,ahh,-,m27,-,infj,-,hobi,nonton,film,series,western,kdrama,dorama,dracin,anime,-,asal,pontianak,tapi,skrg,kaburajadulu,-,bukan,minum,dan,okok,-,suka,travelling,-,suka,masak,-,and,obviously,not,a,02,voter,-,1,lg,katolik,hehehehee,hmu,guys,if,u,interested",0
ImaginarySteady,2025-04-08T0706:34.000Z,"Anak-anak Abah, ada berita bagus untuk #kaburajadulu  Silahkan diunduh beritanya. Monggo lho, jangan malu-malu. Kalau mau pindah atau keluar dari Indonesia karena kecewa dengan Prabowo-Gibran, ada info jihad.  Siapa tahu pada mau ramai-ramai membantu MUI...  ","Anak-anak, Abah, ,, ada, berita, bagus, untuk, #, kaburajadulu, Silahkan, diunduh, beritanya, ., Monggo, lho, ,, jangan, malu-malu, ., Kalau, mau, pindah, atau, keluar, dari, Indonesia, karena, kecewa, dengan, Prabowo-Gibran, ,, ada, info, jihad, ., Siapa, tahu, pada, mau, ramai-ramai, membantu, MUI, ...","Anak-anak, Abah, ,, berita, bagus, #, kaburajadulu, Silahkan, diunduh, beritanya, ., Monggo, lho, ,, malu-malu, ., pindah, Indonesia, kecewa, Prabowo-Gibran, ,, info, jihad, ., ramai-ramai, membantu, MUI, ...",anak abah ada berita bagus untuk kaburajadulu silah unduh berita monggo lho jangan malu kalau mau pindah atau keluar dari indonesia karena kecewa dengan prabowo-gibran ada info jihad siapa tahu pada mau ramai bantu mui,"anak,abah,ada,berita,bagus,untuk,kaburajadulu,silah,unduh,berita,monggo,lho,jangan,malu,kalau,mau,pindah,atau,keluar,dari,indonesia,karena,kecewa,dengan,prabowo-gibran,ada,info,jihad,siapa,tahu,pada,mau,ramai,bantu,mui",0
READBUKU,2025-04-09T02:49:40.000Z,"""#kaburajadulu, bilang bahwa harusnya kalau gelap cari solusi bukan kabur (HAHA)."" ironic coming from him out of all people","``, #, kaburajadulu, ,, bilang, bahwa, harusnya, kalau, gelap, cari, solusi, bukan, kabur, (, HAHA, ), ., '', ironic, coming, from, him, out, of, all, people","``, #, kaburajadulu, ,, bilang, gelap, cari, solusi, kabur, (, HAHA, ), ., '', ironic, coming, from, him, out, of, all, people",kaburajadulu bilang bahwa harus kalau gelap cari solusi bukan kabur haha ironic coming from him out of all people,"kaburajadulu,bilang,bahwa,harus,kalau,gelap,cari,solusi,bukan,kabur,haha,ironic,coming,from,him,out,of,all,people",1
aleaIELTS,2025-04-05T11:34:04.000Z,Yuk yang mau #KaburAjaDulu  Sekarang bisa ikut kelas Private IELTS di harga 40k aja  Bisa dicicil!  DM for more questions   #zonauang #IELTS #lesinggris #TOEFL #Exchange,"Yuk, yang, mau, #, KaburAjaDulu, Sekarang, bisa, ikut, kelas, Private, IELTS, di, harga, 40k, aja, Bisa, dicicil, !, DM, for, more, questions, #, zonauang, #, IELTS, #, lesinggris, #, TOEFL, #, Exchange","Yuk, #, KaburAjaDulu, kelas, Private, IELTS, harga, 40k, aja, dicicil, !, DM, for, more, questions, #, zonauang, #, IELTS, #, lesinggris, #, TOEFL, #, Exchange",yuk yang mau kaburajadulu sekarang bisa ikut kelas private ielts di harga 40k aja bisa cicil dm for more questions zonauang ielts lesinggris toefl exchange,"yuk,yang,mau,kaburajadulu,sekarang,bisa,ikut,kelas,private,ielts,di,harga,40k,aja,bisa,cicil,dm,for,more,questions,zonauang,ielts,lesinggris,toefl,exchange",0
rpopcornn,2025-04-03T10:58:41.000Z,"Ikutan ahh  - m27 - INFJ - hobi nonton film/series (western, kdrama, dorama, dracin, anime) - asal Pontianak, tapi skrg #KaburAjaDulu - bukan peminum dan perokok - suka travelling - suka masak - and obviously not a 02 voter - 1 lg.. Katolik hehehehee  Hmu guys if u interested ","Ikutan, ahh, -, m27, -, INFJ, -, hobi, nonton, film/series, (, western, ,, kdrama, ,, dorama, ,, dracin, ,, anime, ), -, asal, Pontianak, ,, tapi, skrg, #, KaburAjaDulu, -, bukan, peminum, dan, perokok, -, suka, travelling, -, suka, masak, -, and, obviously, not, a, 02, voter, -, 1, lg, .., Katolik, hehehehee, Hmu, guys, if, u, interested","Ikutan, ahh, -, m27, -, INFJ, -, hobi, nonton, film/series, (, western, ,, kdrama, ,, dorama, ,, dracin, ,, anime, ), -, Pontianak, ,, skrg, #, KaburAjaDulu, -, peminum, perokok, -, suka, travelling, -, suka, masak, -, and, obviously, not, a, 02, voter, -, 1, lg, .., Katolik, hehehehee, Hmu, guys, if, u, interested",ikut ahh - m27 - infj - hobi nonton film series western kdrama dorama dracin anime - asal pontianak tapi skrg kaburajadulu - bukan minum dan okok - suka travelling - suka masak - and obviously not a 02 voter - 1 lg katolik hehehehee hmu guys if u interested,"ikut,ahh,-,m27,-,infj,-,hobi,nonton,film,series,western,kdrama,dorama,dracin,anime,-,asal,pontianak,tapi,skrg,kaburajadulu,-,bukan,minum,dan,okok,-,suka,travelling,-,suka,masak,-,and,obviously,not,a,02,voter,-,1,lg,katolik,hehehehee,hmu,guys,if,u,interested",0
